FID,OBJECTID,STATEFP,UNSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,GEOID_Data,GEOID_NUM,FIN_NAME,DIST_NAME,DIST_PLAN,DIST_CODE,DIST_DPFSC,EN_07,EN_08,EN_09,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,F5_NUM_CHG,PPR,PPR MLO,PPR (Includes MLO),MLO Sharing (%),F5_YEAR_GR,POP_TOT,POP_POV,K12_POV,HH_INCOME,ELEM_POP,MIDDLE_POP,HIGH_POP,K12_POP,PERCENT_MINORITY,FRL_PERCENT,ELL_PERCENT,IEP_PERCENT,POV_P,ELEM_QUAL,MIDDLE_QUA,HIGH_QUAL,ELEM_NEED,MI_NEED,HIGH_NEED,Shape__Area,Shape__Length
1,1028,8,6780,806780,Stratton School District R-4,0,PK,12,G5420, ,E,877947079,226321,39.283643,-102.5678827,1.612231552,0.091669717,97000US0806780,806780,STRATTON,STRATTON R-4,Accredited,1480,66,234,207,209,215,174,186,186,212,217,213,27,11728,589,12317,N/A,14.5,994,203,65,44716,70,52,83,205,0.23,0.563157895,0.117370892,0.169014085,0.3171,137,35,41,-67,17,42,1467488188,217919.3991
2,1029,8,6810,806810,Summit School District RE-1,0,PK,12,G5420, ,E,1332646560,19021697,39.5913789,-106.0810912,2.39567837,0.141729341,97000US0806810,806810,SUMMIT,SUMMIT RE-1,Accredited,3000,69,3062,3067,3089,3124,3151,3156,3287,3345,3506,3557,401,7914,1815,9730,N/A,12.7,28501,3914,667,67917,1533,929,1008,3469,0.3978,0.324308417,0.250773123,0.104863649,0.1923,1498,756,915,35,173,93,2279192315,298746.0638
3,1030,8,6840,806840,Swink School District 33,0,KG,12,G5420, ,E,164138194,741613,37.9638977,-103.6339068,0.748923134,0.016904154,97000US0806840,806840,SWINK,SWINK 33,Accredited,2570,68,369,374,378,374,355,346,336,351,381,366,20,9393,44,9437,N/A,5.8,1314,172,71,49063,115,61,87,264,0.3251,0.428961749,0,0.095628415,0.2689,167,93,106,-52,-32,-19,265698892.5,94881.7683
4,1031,8,6870,806870,Telluride School District R-1,0,KG,12,G5420, ,E,895177207,1386277,37.972765,-107.9481907,1.533114793,0.091912895,97000US0806870,806870,TELLURIDE,TELLURIDE R-1,Distinction,2830,85,715,710,699,697,752,806,842,898,935,900,94,10202,2000,12202,N/A,11.7,5951,564,76,60028,425,209,236,869,0.21,0.232222222,0.123333333,0.084444444,0.0875,247,201,269,178,8,-33,1444726377,193176.1186
5,1032,8,6900,806900,Northglenn-Thornton School District 12,0,PK,12,G5420, ,E,156506120,2409169,39.9247561,-104.9911464,0.727962847,0.016742977,97000US0806900,806900,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,Accredited,20,61,38821,40818,41949,41957,42990,43268,42230,38701,39287,38818,-4450,7494,957,8451,0.03,-10.3,222679,22588,5895,66968,21842,10159,12255,44256,0.4973,0.395881978,0.18749034,0.103792055,0.1332,15133,8094,6823,6709,2065,5432,270561827.6,92297.57272
6,1033,8,6930,806930,Plainview School District RE-2,0,KG,12,G5420, ,E,1372522110,2708561,38.4361952,-102.2460083,1.620468614,0.141904826,97000US0806930,806930,PLAINVIEW,PLAINVIEW RE-2,Improvement,1440,59,61,79,83,85,90,80,72,66,62,63,-17,14826,1085,15910,N/A,-21.3,324,40,18,38750,49,32,25,105,0.127,0.603448276,0,0.19047619,0.1714,0,0,22,49,32,3,2245112371,201739.0894
7,1034,8,6960,806960,Trinidad School District 1,0,PK,12,G5420, ,E,633169959,5308076,37.1637911,-104.6035462,1.581700423,0.064775875,97000US0806960,806960,TRINIDAD,TRINIDAD 1,Improvement,1580,54,1493,1540,1401,1352,1365,1198,1019,1025,1040,1040,-158,8201,0,8201,N/A,-13.2,9224,1518,245,42625,631,409,394,1434,0.7702,0.75,0.031730769,0.141346154,0.1709,0,236,0,631,173,394,1007304209,197315.7283
8,1035,8,6990,806990,Vilas School District RE-5,0,PK,12,G5420, ,E,466580637,0,37.3367461,-102.4333782,1.189644355,0.047440353,97000US0806990,806990,VILAS,VILAS RE-5,Improvement,260,47,3789,487,415,354,289,216,127,104,52,42,-174,15854,0,15854,N/A,-80.6,354,66,35,39375,56,28,13,97,0.2619,N/A,0,0.142857143,0.3608,21,1,13,35,27,0,739398584.8,149550.4569
9,1036,8,7050,807050,North Park School District R-1,0,PK,12,G5420, ,E,4179536193,18750017,40.6634319,-106.3292476,3.771639128,0.447106259,97000US0807050,807050,NORTH PARK,NORTH PARK R-1,Accredited,1410,66,218,232,230,211,196,206,213,190,197,192,-14,13138,0,13138,N/A,-6.8,1329,155,43,46014,94,38,34,166,0.1927,0.482352941,0.078125,0.223958333,0.259,0,43,48,94,-5,-14,7304560869,472651.7483
10,1037,8,7080,807080,Huerfano School District RE-1,0,PK,12,G5420, ,E,3541350701,5195636,37.7168395,-104.9480641,3.83346314,0.362424861,97000US0807080,807080,HUERFANO,HUERFANO RE-1,Improvement,1390,44,702,691,620,575,554,520,511,537,548,562,42,8490,0,8490,N/A,8.1,5101,955,131,29928,387,242,197,826,0.6584,0.771863118,0.010676157,0.135231317,0.1586,0,103,0,387,139,197,5677831668,466914.6635
11,1038,8,7110,807110,Walsh School District RE-1,0,PK,12,G5420, ,E,1986855945,869101,37.3318054,-102.1743828,2.160328917,0.202087627,97000US0807110,807110,WALSH,WALSH RE-1,Accredited,230,69,156,155,167,178,161,158,156,156,176,167,9,13350,0,13350,N/A,5.7,933,120,29,42083,46,16,33,96,0.2216,0.559701493,0.023952096,0.101796407,0.3021,0,15,41,46,1,-8,3149456806,277687.0771
12,1039,8,7140,807140,Weldon Valley School District RE-20J,0,PK,12,G5420, ,E,477925477,14186573,40.4322461,-104.0330005,1.154283816,0.052211033,97000US0807140,807140,WELDON,WELDON VALLEY RE-20(J),Improvement,2505,65,225,221,211,222,212,210,221,244,247,230,20,12164,45,12209,N/A,9.5,769,45,8,48333,37,26,38,100,0.1652,0.413461538,0,0.12173913,0.08,116,15,66,-79,11,-28,849720608.6,149901.3488
13,1040,8,7200,807200,Custer County School District C-1,0,PK,12,G5420, ,E,1753494167,3258533,38.1006637,-105.4101323,2.365502378,0.180444356,97000US0807200,807200,WESTCLIFFE,CUSTER COUNTY SCHOOL DISTRICT C-1,Accredited,860,69,519,514,489,454,443,414,411,397,393,373,-41,9577,0,9577,N/A,-9.9,3805,736,115,31627,264,133,181,579,0.0804,0.495677233,0,0.115281501,0.1986,170,76,127,94,57,54,2841595122,291061.5232
14,1041,8,7230,807230,Westminster School District 50,0,PK,12,G5420, ,E,37187500,1388761,39.8327009,-105.0273739,0.350386854,0.004058659,97000US0807230,807230,WESTMINSTER,WESTMINSTER PUBLIC SCHOOLS,Priority Improvement,70,42,9969,9724,9862,10049,10124,10069,10101,10161,9504,9638,-431,8051,897,8948,N/A,-4.3,73576,12325,2939,49030,6057,2816,3685,12558,0.8476,0.822281167,0.393753891,0.114027807,0.234,1092,826,0,4965,1990,3685,65494058.97,45591.62843
15,1042,8,7260,807260,Primero Reorganized School District 2,0,PK,12,G5420, ,E,1298060128,996855,37.1079253,-104.9553433,1.761257978,0.131718637,97000US0807260,807260,PRIMERO,PRIMERO REORGANIZED 2,Accredited,1590,71,233,213,231,221,189,198,196,197,203,198,0,12789,2362,15151,N/A,0,962,153,44,47788,50,44,47,141,0.404,0.606557377,0.03030303,0.111111111,0.3121,103,41,54,-53,3,-7,2047156958,215681.6196
16,1043,8,7290,807290,Wiggins School District RE-50J,0,PK,12,G5420, ,E,894720807,38765764,40.194913,-104.1297177,1.920698098,0.098735825,97000US0807290,807290,WIGGINS,WIGGINS RE-50(J),Accredited,2515,71,586,563,566,547,537,550,563,575,558,573,23,8322,0,8322,N/A,4.2,2722,410,133,50789,190,92,178,459,0.3019,0.469811321,0.095986038,0.083769634,0.2898,292,129,0,-102,-37,178,1601904588,251344.3514
17,1044,8,7320,807320,Wiley School District RE-13-JT,0,PK,12,G5420, ,E,244902614,727685,38.1944985,-102.7328577,0.920562572,0.025259077,97000US0807320,807320,WILEY,WILEY RE-13 JT,Accredited,2680,60,284,255,236,237,235,242,226,250,262,268,26,10830,0,10830,N/A,10.7,886,73,31,45000,98,26,33,156,0.2649,0.44534413,0.03358209,0.063432836,0.1987,131,0,81,-33,26,-48,398241821.9,114884.7174
18,1045,8,7350,807350,Windsor School District RE-4,0,PK,12,G5420, ,E,257016055,7767357,40.5003199,-104.8780189,0.840914904,0.028130002,97000US0807350,807350,WINDSOR,WINDSOR RE-4,Accredited,3100,69,3868,3965,4082,4364,4582,4739,4821,5102,5524,6034,1295,7272,435,7707,0.22,27.3,23398,1544,445,75918,1968,1153,1746,4867,0.1912,0.163407584,0.016572754,0.08634405,0.0914,1897,1445,1582,71,-292,164,458430863.4,110430.8105
19,1046,8,7380,807380,Woodland Park School District RE-2,0,PK,12,G5420, ,E,750878419,1938007,38.9934585,-105.1912155,1.161194505,0.078277929,97000US0807380,807380,WOODLAND PARK,WOODLAND PARK RE-2,Accredited,3020,61,2990,2883,2797,2752,2753,2617,2586,2495,2498,2480,-137,7347,469,7815,N/A,-5.2,18007,1313,228,65397,1176,662,1043,2881,0.1641,0.310286678,0.023790323,0.084274194,0.0791,1140,579,0,36,83,1043,1248163553,147101.1532
20,1047,8,7410,807410,Woodlin School District R-104,0,PK,12,G5420, ,E,1626120915,3212093,39.7640174,-103.5019588,1.933374023,0.171271532,97000US0807410,807410,WOODLIN,WOODLIN R-104,Accredited,3070,59,101,99,105,113,105,93,90,102,110,113,20,15021,2460,17481,N/A,21.5,472,83,33,40500,52,25,23,101,0.1593,0.489795918,0.008849558,0.088495575,0.3267,0,0,26,52,25,-3,2761281858,244844.8443
21,870,8,1,800001,Cheyenne County School District RE-5,0,PK,12,G5420, ,E,2336588242,286959,38.8363887,-102.3269763,2.032080275,0.242412305,97000US0800001,800001,CHEYENNE,CHEYENNE COUNTY RE-5,Accredited,520,66,219,201,189,206,206,203,179,182,183,194,-9,13032,1289,14321,N/A,-4.4,1452,133,15,50500,161,71,75,306,0.1289,0.441176471,0.036082474,0.175257732,0.049,105,13,57,56,58,18,3855952458,253267.4648
22,871,8,16,800016,Yuma School District 1,0,PK,12,G5420, ,E,1897738954,928298,40.1246352,-102.6333456,2.052547331,0.200590566,97000US0800016,800016,YUMA 1,YUMA 1,Accredited,3200,63,826,836,823,849,829,816,813,824,821,807,-9,8524,1550,10074,N/A,-1.1,4797,645,91,41320,332,57,179,568,0.5514,0.617918314,0.365551425,0.115241636,0.1602,288,257,0,44,-200,179,3250573005,271193.7231
23,872,8,17,800017,Wray School District RD-2,0,PK,12,G5420, ,E,2067327082,1754391,40.1197393,-102.236356,2.015912361,0.218589635,97000US0800017,800017,WRAY RD-2,WRAY RD-2,Accredited,3210,64,678,697,702,714,728,741,724,693,689,675,-66,8204,597,8801,N/A,-8.9,4011,609,205,44760,491,215,301,1006,0.3037,0.573248408,0.152592593,0.125925926,0.2038,318,213,144,173,2,157,3542193140,264034.9709
24,873,8,18,800018,Idalia School District RJ-3,0,PK,12,G5420, ,E,1017006012,7898169,39.7098238,-102.2731641,1.479727304,0.107647958,97000US0800018,800018,IDALIA RJ-3,IDALIA RJ-3,Accredited,3220,59,157,160,162,157,161,186,182,201,218,226,40,12365,0,12365,N/A,21.5,532,92,54,52917,109,44,19,171,0.2611,0.567961165,0.181415929,0.092920354,0.3158,128,15,48,-19,29,-29,1734098236,186079.9516
25,874,8,19,800019,Liberty School District J-4,0,PK,12,G5420, ,E,979496219,525937,39.6773444,-102.622463,1.592904596,0.102883764,97000US0800019,800019,LIBERTY J-4,LIBERTY J-4,Distinction,3230,78,99,88,89,86,83,80,69,80,77,80,0,16041,423,16465,N/A,0,580,41,15,52813,60,25,24,109,0.15,0.307692308,0.05,0.0625,0.1376,0,13,15,60,12,9,1656506823,203328.5167
26,875,8,1920,801920,Academy School District 20,0,PK,12,G5420, ,E,332084029,165582,38.9914897,-104.7892297,1.025656972,0.034544576,97000US0801920,801920,ACADEMY,ACADEMY 20,Distinction,1040,74,21423,21917,22620,23119,23657,23973,24481,24578,25063,25591,1618,7264,1099,8364,0.65,6.7,95880,5072,1322,92196,8603,4779,7313,20695,0.2758,0.135498453,0.021999922,0.082060099,0.0639,10734,5370,8118,-2131,-591,-805,550768094.7,126147.5789
27,876,8,1950,801950,Adams County School District 14,0,PK,12,G5420, ,E,119300876,3722345,39.836175,-104.8749334,0.714587783,0.01294454,97000US0801950,801950,COMMERCE CITY,ADAMS COUNTY 14,Priority Improvement,30,38,6731,7058,7422,7549,7321,7500,7598,7584,7577,7467,-33,8005,686,8691,N/A,-0.4,38371,10113,3375,41653,4527,2189,2872,9587,0.8834,0.85034904,0.455872506,0.10794161,0.352,0,795,0,4527,1394,2872,208902659.7,90342.44453
28,877,8,1980,801980,Agate School District 300,0,PK,12,G5420, ,E,1188816927,123516,39.3650295,-104.01917,1.855012835,0.124403706,97000US0801980,801980,AGATE,AGATE 300,Accredited,960,0,64,56,45,33,9,10,12,10,3,5,-5,16232,0,16232,N/A,-50,823,81,18,52917,79,7,22,108,0.4,N/A,0.4,0.2,0.1667,0,0,0,79,7,22,1996350461,228509.1505
29,878,8,2010,802010,Aguilar Reorganized School District 6,0,PK,12,G5420, ,E,1879179353,158386,37.5488542,-104.4910197,2.988922831,0.191480854,97000US0802010,802010,AGUILAR,AGUILAR REORGANIZED 6,Priority Improvement,1620,36,154,135,133,112,94,97,107,130,124,124,27,14227,264,14491,N/A,27.8,1292,231,56,42273,65,47,75,186,0.621,0.756756757,0.024193548,0.112903226,0.3011,0,0,0,65,47,75,2990724123,365247.5977
30,879,8,2040,802040,Akron School District R-1,0,PK,12,G5420, ,E,1704180107,440534,40.1413211,-103.2548311,2.308417555,0.180144459,97000US0802040,802040,AKRON,AKRON R-1,Accredited,3030,66,401,391,384,381,359,354,358,357,351,378,24,9709,0,9709,N/A,6.8,2330,247,30,45434,162,71,147,379,0.2302,0.502762431,0.05026455,0.121693122,0.0792,199,0,109,-37,71,38,2920142231,297539.0716
31,880,8,2070,802070,Alamosa School District RE-11J,0,PK,12,G5420, ,E,852136289,1545318,37.4692166,-105.8289777,1.749208089,0.086952247,97000US0802070,802070,ALAMOSA,ALAMOSA RE-11J,Improvement,100,56,2147,2119,2046,2081,2098,2072,2046,2136,2237,2339,267,7272,0,7272,N/A,12.9,14207,4158,798,32118,1199,662,770,2631,0.6994,0.630611372,0.138520735,0.107310817,0.3033,1158,0,598,41,662,172,1357651869,210122.4917
32,881,8,2130,802130,South Conejos School District RE-10,0,PK,12,G5420, ,E,1315360312,1700777,37.0878409,-106.1995407,2.36802356,0.13349805,97000US0802130,802130,SOUTH CONEJOS,SOUTH CONEJOS RE-10,Priority Improvement,580,53,279,268,280,237,224,208,215,218,216,212,4,12267,0,12267,N/A,1.9,1950,418,89,29167,156,73,111,340,0.9292,0.787735849,0.122641509,0.061320755,0.2618,0,31,0,156,42,111,2073804122,276552.1254
33,882,8,2190,802190,Archuleta County School District 50-JT,0,KG,12,G5420, ,E,4071193694,6825659,37.2648486,-107.0789593,3.597717966,0.414239537,97000US0802190,802190,ARCHULETA,ARCHULETA COUNTY 50 JT,Accredited,220,61,1545,1525,1517,1492,1405,1371,1323,1326,1372,1568,197,7714,0,7714,N/A,14.4,11498,1372,310,46154,695,319,536,1551,0.4184,0.460459184,0.083545918,0.084183673,0.1999,0,534,417,695,-215,119,6450068870,445917.121
34,883,8,2220,802220,Arickaree School District R-2,0,PK,12,G5420, ,E,1655592500,3665471,39.7469167,-103.0322247,2.029536161,0.174376566,97000US0802220,802220,ARICKAREE,ARICKAREE R-2,Accredited,3040,61,112,123,113,111,104,108,114,107,103,97,-11,14732,78,14810,N/A,-10.2,531,60,7,48750,45,26,36,107,0.3196,0.450549451,0.237113402,0.113402062,0.0654,39,0,38,6,26,-2,2810694582,252231.019
35,884,8,2260,802260,Arriba-Flagler School District C-20,0,PK,12,G5420, ,E,1863208770,4925369,39.3281352,-103.1635083,1.991814816,0.195153123,97000US0802260,802260,ARRIBA-FLAGLER,ARRIBA-FLAGLER C-20,Accredited,1450,61,172,181,165,170,167,176,187,195,184,198,22,12583,0,12583,N/A,12.5,1083,196,45,32500,73,38,76,186,0.1263,0.554913295,0.015151515,0.186868687,0.2419,114,0,42,-41,38,34,3126448157,256142.9977
36,885,8,2280,802280,Aspen School District 1,0,PK,12,G5420, ,E,1117805310,1061480,39.1581716,-106.6685596,1.933950861,0.116602338,97000US0802280,802280,ASPEN,ASPEN 1,Distinction,2640,78,1633,1656,1698,1727,1712,1732,1728,1756,1727,1698,-34,9905,2783,12688,0.53,-2,13077,1013,89,72982,666,555,600,1821,0.1502,0.047904192,0.071260306,0.091283863,0.0489,92,492,566,574,63,34,1863349657,241559.0546
37,886,8,2310,802310,Ault-Highland School District RE-9,0,KG,12,G5420, ,E,1388889484,1039998,40.787793,-104.7749292,1.780830637,0.148297657,97000US0802310,802310,AULT-HIGHLAND,AULT-HIGHLAND RE-9,Accredited,3145,67,832,842,816,846,795,770,765,761,829,853,83,7900,997,8896,N/A,10.8,5843,894,225,56037,489,221,303,1012,0.3306,0.47010551,0.121922626,0.090269637,0.2223,392,213,248,97,8,55,2427338620,231099.2922
38,887,8,2340,802340,Adams-Arapahoe School District 28J,0,PK,12,G5420, ,E,303006796,291817,39.7141863,-104.7285303,1.057969725,0.031859184,97000US0802340,802340,AURORA,ADAMS-ARAPAHOE 28J,Improvement,180,46,33573,35523,36967,38605,39696,39835,40877,41729,42249,41797,1962,7972,961,8933,0.48,4.9,215993,42273,11939,46977,21258,9304,11983,42545,0.8277,0.664501893,0.39261191,0.115032179,0.2806,10453,4558,3360,10805,4746,8623,513269074,131599.56
39,888,8,2370,802370,Platte Canyon School District 1,0,PK,12,G5420, ,E,814998077,1132374,39.4976281,-105.6499586,1.569456068,0.085421376,97000US0802370,802370,PLATTE CANYON,PLATTE CANYON 1,Distinction,2600,75,1282,1301,1248,1209,1092,1089,1031,1017,1055,989,-100,8164,596,8760,N/A,-9.2,9449,396,82,63980,571,291,467,1329,0.1901,0.30429989,0.007077856,0.131445905,0.0617,467,237,285,104,54,182,1371160404,192207.8342
40,889,8,2400,802400,Bayfield School District R-10-JT,0,PK,12,G5420, ,E,1061394340,14563747,37.4989744,-107.5769734,1.93036675,0.109529271,97000US0802400,802400,BAYFIELD,BAYFIELD 10 JT-R,Accredited,1530,65,1358,1345,1406,1405,1362,1402,1340,1325,1357,1381,-21,7930,1687,9617,N/A,-1.5,7928,563,25,66674,492,281,386,1159,0.2223,0.26641791,0.025343954,0.100651702,0.0216,0,335,359,492,-54,27,1709158368,241811.0767
41,890,8,2430,802430,Bennett School District 29-J,0,PK,12,G5420, ,E,746081160,3698886,39.7454414,-104.4963778,1.340901641,0.078781597,97000US0802430,802430,BENNETT,BENNETT 29J,Improvement,50,55,1152,1139,1127,1150,1085,1044,1013,1079,1100,1089,45,7942,0,7942,N/A,4.3,5596,435,101,69634,428,269,343,1039,0.2792,0.334305151,0.083562902,0.152433425,0.0972,0,0,358,428,269,-15,1269592083,173500.9673
42,891,8,2460,802460,Bethune School District R-5,0,PK,12,G5420, ,E,624533203,51803,39.2973708,-102.3967506,1.392143318,0.065219515,97000US0802460,802460,BETHUNE,BETHUNE R-5,Accredited,1490,59,124,129,126,130,133,133,132,117,113,110,-23,14238,0,14238,N/A,-17.3,592,104,41,51563,65,36,43,144,0.3727,0.788461538,0.245454545,0.118181818,0.2847,0,21,43,65,15,0,1044405129,189319.517
43,892,8,2490,802490,Boulder Valley School District RE-2,0,PK,12,G5420, ,E,1227945005,20882381,39.9974059,-105.400915,2.075630875,0.131705688,97000US0802490,802490,BOULDER,BOULDER VALLEY RE 2,Accredited,480,69,28696,28875,29011,29526,29780,30041,30546,30908,31247,31189,1148,7575,1850,9425,1.05,3.8,214410,30455,2439,71872,13768,7279,9645,30692,0.3092,0.206402167,0.097213761,0.107890602,0.0795,11821,5399,9667,1947,1880,-22,2130502771,252221.841
44,893,8,2520,802520,Branson Reorganized School District 82,0,KG,12,G5420, ,E,1869521091,0,37.1687855,-103.8488087,3.022108872,0.18968186,97000US0802520,802520,BRANSON,BRANSON REORGANIZED 82,Improvement,1750,52,653,513,493,470,438,452,480,450,464,471,19,7230,457,7687,N/A,4.2,155,8,0,36250,16,4,1,21,0.2994,0.168085106,0,0.023354565,0,0,0,12,16,4,-11,2949784563,368406.9155
45,894,8,2550,802550,Briggsdale School District RE-10,0,KG,12,G5420, ,E,1019182638,512315,40.6249825,-104.2870969,1.641041528,0.108519307,97000US0802550,802550,BRIGGSDALE,BRIGGSDALE RE-10,Accredited,3146,68,142,151,161,157,156,162,162,177,173,181,19,13253,1175,14428,N/A,11.7,621,54,14,65625,58,10,69,138,0.1492,0.323353293,0.016574586,0.099447514,0.1014,0,0,67,58,10,2,1771660787,208346.9313
46,895,8,2580,802580,Brighton School District 27J,0,PK,12,G5420, ,E,534356212,15101090,39.9379374,-104.7132425,1.933223231,0.057896346,97000US0802580,802580,BRIGHTON,SCHOOL DISTRICT 27J,Improvement,40,52,12608,13711,14469,15063,15649,16163,16698,17103,17042,17115,952,7386,44,7430,1.02,5.9,82971,4575,1016,80128,8586,4302,4874,17762,0.5329,0.368440101,0.126730938,0.11037102,0.0572,6313,974,2482,2273,3328,2392,935698128.2,236886.0369
47,896,8,2610,802610,Brush School District RE-2J,0,PK,12,G5420, ,E,1102796530,3169639,40.2409499,-103.5268137,1.893635274,0.117069634,97000US0802610,802610,BRUSH,BRUSH RE-2(J),Improvement,2395,52,1552,1530,1486,1510,1501,1547,1564,1518,1484,1543,-4,7870,272,8141,N/A,-0.3,7587,760,172,46790,654,277,436,1367,0.4919,0.610054348,0.137394686,0.104342191,0.1258,0,206,0,654,71,436,1900846321,247062.135
48,897,8,2640,802640,Buena Vista School District R-31,0,PK,12,G5420, ,E,1739099572,3380647,38.8368689,-106.2952552,2.566848879,0.180800314,97000US0802640,802640,BUENA VISTA,BUENA VISTA R-31,Distinction,490,68,1012,992,969,985,1013,994,968,950,1016,998,4,7809,1962,9771,N/A,0.4,7324,595,105,53056,447,252,243,942,0.1693,0.328571429,0.011022044,0.115230461,0.1115,0,242,261,447,10,-18,2876674067,313420.9818
49,898,8,2670,802670,Burlington School District RE-6J,0,PK,12,G5420, ,E,1568329948,837856,39.3216667,-102.2232314,1.948377866,0.163898111,97000US0802670,802670,BURLINGTON,BURLINGTON RE-6J,Improvement,1500,45,776,799,819,830,832,814,828,784,778,775,-39,7886,0,7886,N/A,-4.8,4211,718,238,41207,372,189,219,780,0.449,0.578212291,0.241290323,0.143225806,0.3051,340,208,0,32,-19,219,2625343943,253303.0908
50,899,8,2700,802700,Byers School District 32J,0,PK,12,G5420, ,E,1179673606,16443089,39.8628815,-104.0144084,2.141484395,0.125859447,97000US0802700,802700,BYERS,BYERS 32J,Improvement,190,49,540,523,480,473,494,563,647,2142,3035,3019,2456,7420,121,7541,N/A,436.2,2617,306,60,65554,232,126,160,518,0.4044,0.395637584,0.213315667,0.055647565,0.1158,273,117,141,-41,9,19,2031218629,271467.3687
51,900,8,2730,802730,Calhan School District RJ-1,0,PK,12,G5420, ,E,579318107,429322,39.0662376,-104.2791368,1.442773288,0.060333691,97000US0802730,802730,CALHAN,CALHAN RJ-1,Accredited,970,67,648,627,639,620,526,510,472,463,460,442,-68,8061,0,8061,N/A,-13.3,2954,264,51,52363,204,119,193,515,0.1946,0.485849057,0.004524887,0.140271493,0.099,175,115,152,29,4,41,962855821.2,183973.4984
52,901,8,2760,802760,Campo School District RE-6,0,PK,12,G5420, ,E,990273994,16133,37.064203,-102.5893574,1.595238341,0.100361704,97000US0802760,802760,CAMPO,CAMPO RE-6,Accredited,270,56,48,54,49,58,57,49,44,44,37,39,-10,15237,3093,18330,N/A,-20.4,170,51,0,28333,1,2,6,8,0.1538,N/A,0,0.102564103,0,0,0,0,1,2,6,1559036771,190265.9828
53,902,8,2790,802790,Ca0on City School District RE-1,0,KG,12,G5420, ,E,1704618399,209381,38.5275385,-105.2990143,2.389948014,0.176141919,97000US0802790,802790,CANON CITY,CANON CITY RE-1,Accredited,1140,58,3800,3810,3699,3702,3738,3622,3650,3603,3672,3626,4,7272,0,7272,N/A,0.1,23377,4358,1217,40496,1494,917,1205,3616,0.1983,0.505239934,0.012686156,0.145063431,0.3366,782,896,1037,712,21,168,2790450027,293192.5835
54,903,8,2850,802850,Center School District 26-JT,0,PK,12,G5420, ,E,866897825,1266462,37.8283043,-106.1979474,1.616174192,0.088847939,97000US0802850,802850,CENTER,CENTER 26 JT,Improvement,2810,49,602,576,605,580,612,623,657,649,648,635,12,8828,0,8828,N/A,1.9,3053,903,231,31941,244,116,210,570,0.9055,0.946308725,0.376377953,0.067716535,0.4053,0,121,167,244,-5,43,1394001457,197068.3475
55,904,8,2880,802880,Cheraw School District 31,0,PK,12,G5420, ,E,333481529,9959134,38.1438813,-103.4926705,0.966564709,0.035297218,97000US0802880,802880,CHERAW,CHERAW 31,Accredited,2560,66,197,208,210,219,219,222,231,229,213,216,-6,12238,0,12238,N/A,-2.7,613,27,1,48125,58,15,23,96,0.3009,0.628712871,0,0.106481481,0.0104,0,47,48,58,-32,-25,556184245,120728.0375
56,905,8,2910,802910,Cherry Creek School District 5,0,PK,12,G5420, ,E,280042211,4293873,39.615639,-104.7846505,1.650598177,0.029823261,97000US0802910,802910,CHERRY CREEK,CHERRY CREEK 5,Accredited,130,66,50631,51115,51708,52166,52589,53368,54226,54499,54695,54815,1447,7623,1605,9228,0.51,2.7,291561,23521,4654,74387,25208,13420,17626,56255,0.4672,0.300167649,0.103730731,0.11823406,0.0827,20375,9841,13935,4833,3579,3691,479748680.3,203630.8143
57,906,8,2940,802940,Cheyenne Mountain School District 12,0,PK,12,G5420, ,E,135610472,788317,38.776199,-104.9257621,0.776889315,0.014139793,97000US0802940,802940,CHEYENNE MOUNTAIN,CHEYENNE MOUNTAIN 12,Distinction,1020,83,4851,4643,4578,4561,4612,4651,5127,5148,5104,5224,573,7272,971,8242,N/A,12.3,22638,1342,328,80000,1627,933,1245,3805,0.291,0.1443766,0.03101072,0.091309342,0.0862,2251,1253,1573,-624,-320,-328,224764306.7,94938.47784
58,907,8,3000,803000,Clear Creek School District RE-1,0,PK,12,G5420, ,E,1023554877,3279667,39.6894025,-105.6707833,1.720093311,0.107815436,97000US0803000,803000,CLEAR CREEK,CLEAR CREEK RE-1,Accredited,540,68,1044,994,974,989,993,959,930,890,896,858,-101,8226,2299,10526,0.34,-10.5,8969,748,80,67710,459,287,342,1087,0.176,0.27133758,0.003496503,0.093240093,0.0736,260,140,228,199,147,114,1736216273,211108.2618
59,908,8,3030,803030,Plateau Valley School District 50,0,PK,12,G5420, ,E,2076607791,8573518,39.2189855,-107.9100166,2.865869104,0.21742582,97000US0803030,803030,PLATEAU VALLEY,PLATEAU VALLEY 50,Improvement,1990,45,479,510,489,471,489,508,450,459,452,437,-71,8607,790,9397,N/A,-14,2262,487,87,57850,109,76,115,301,0.2494,0.278301887,0.013729977,0.077803204,0.289,0,80,0,109,-4,115,3476740316,349891.4281
