LATITUDE,LONGITUDE,DISTRICT_CODE,ADDRESS,CITY,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_LEVEL,ENROLL_16_17,AEC,CHARTER,MINORITY_PERCENT,FRL_PERCENT,SPED_PERCENT,ELL_PERCENT,17_SPF_FINAL,17_SPF_SCORE
40.3509251,-104.706336,3080,300 1ST AVENUE,LA SALLE,WELD COUNTY RE-1,4852,PETE MIRICH ELEMENTARY SCHOOL,E,392,N,N,0.51,0.55,0.11,0.19,Performance,0.58
40.3520888,-104.7057024,3080,300 2ND AVENUE,LA SALLE,WELD COUNTY RE-1,4854,NORTH VALLEY MIDDLE SCHOOL,M,260,N,N,0.62,0.57,0.11,0.16,Performance,0.56
40.0695344,-104.6400493,3090,300 BEECH STREET,HUDSON,WELD COUNTY SCHOOL DISTRICT RE-3J,4148,HUDSON ACADEMY OF ARTS AND SCIENCES,E,307,N,N,0.52,0.60,0.09,0.27,Performance,0.70
40.4875185,-107.2656807,2760,300 BREEZE BASIN BLVD.,HAYDEN,HAYDEN RE-1,2522,HAYDEN VALLEY ELEMENTARY SCHOOL,E,202,N,N,0.12,0.48,0.12,0.03,Improvement,0.43
37.3859926,-102.2838088,230,300 CALIFORNIA STREET,WALSH,WALSH RE-1,9226,WALSH HIGH SCHOOL,H,41,N,N,0.18,0.38,N/A,N/A,Performance,0.90
37.3859926,-102.2838088,230,300 CALIFORNIA STREET,WALSH,WALSH RE-1,9226,WALSH HIGH SCHOOL,M,15,N,N,0.18,0.38,N/A,N/A,Performance,0.61
39.7301623,-104.9832246,880,300 E. 9th Ave.,DENVER,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,H,117,Y,Y,0.91,0.87,0.16,0.22,Improvement,0.25
37.3439171,-108.5808998,2035,300 EAST 4TH STREET,CORTEZ,MONTEZUMA-CORTEZ RE-1,5436,MANAUGH ELEMENTARY SCHOOL,E,278,N,N,0.72,0.86,0.14,0.07,Turnaround,0.25
38.0698782,-103.2291572,290,300 GROVE AVENUE,LAS ANIMAS,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,H,131,N,N,0.58,0.82,0.15,N/A,Priority Improvement,0.49
40.250588,-103.7958797,2405,300 LAKE STREET,FORT MORGAN,FORT MORGAN RE-3,1009,BAKER ELEMENTARY SCHOOL,E,295,N,N,0.74,0.79,0.09,0.46,Priority Improvement,0.42
40.2499049,-103.7919463,2405,300 SHERMAN STREET,FORT MORGAN,FORT MORGAN RE-3,7856,SHERMAN EARLY CHILDHOOD CENTER,E,454,N,N,0.66,0.73,0.10,0.22,N/A,N/A
39.627243,-104.9906934,120,300 WEST CHENANGO,ENGLEWOOD,ENGLEWOOD 1,2752,ENGLEWOOD MIDDLE SCHOOL,M,312,N,N,0.56,0.81,0.18,0.14,Turnaround,0.26
40.4182648,-104.7288917,3120,3000  13TH STREET,GREELEY,GREELEY 6,7700,SCOTT ELEMENTARY SCHOOL,E,506,N,N,0.73,0.86,0.12,0.26,Priority Improvement,0.41
40.5471454,-105.0850236,1550,3000 MEADOWLARK,FORT COLLINS,POUDRE R-1,678,BEATTIE ELEMENTARY SCHOOL,E,390,N,N,0.31,0.51,0.13,0.04,Performance,0.55
39.6619199,-104.9557137,880,3000 SOUTH CLAYTON STREET,DENVER,DENVER COUNTY 1,7972,SLAVENS K-8 SCHOOL,E,481,N,N,0.18,0.07,0.05,0.03,Performance,1.00
39.6619199,-104.9557137,880,3000 SOUTH CLAYTON STREET,DENVER,DENVER COUNTY 1,7972,SLAVENS K-8 SCHOOL,M,230,N,N,0.18,0.07,0.05,0.03,Performance,0.98
39.6620676,-105.0280022,880,3001 SOUTH FEDERAL BOULEVARD,DENVER,DENVER COUNTY 1,8132,SOUTHWEST EARLY COLLEGE,H,144,N,Y,0.96,0.77,0.08,0.45,Performance,0.58
40.5042999,-105.0216889,1550,3002 EAST TRILBY ROAD,FORT COLLINS,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,M,806,N,N,0.20,0.09,0.03,0.03,Performance,0.85
39.6607666,-105.058642,880,3005 SOUTH GOLDEN WAY,DENVER,DENVER COUNTY 1,1077,BEAR VALLEY INTERNATIONAL SCHOOL,M,163,N,N,0.79,0.74,0.17,0.25,Improvement,0.55
39.6607366,-105.058622,880,3005 SOUTH GOLDEN WAY,DENVER,DENVER COUNTY 1,2116,DSST: HENRY MIDDLE SCHOOL,M,152,N,Y,0.85,0.91,0.18,0.38,Improvement,0.55
39.6607966,-105.058602,880,3005 SOUTH GOLDEN WAY,DENVER,DENVER COUNTY 1,8054,HENRY WORLD SCHOOL GRADES 6-8,M,386,N,N,0.90,0.83,0.14,0.27,Turnaround,0.33
40.0753255,-102.2508984,3210,30074 COUNTY ROAD 35,WRAY,WRAY RD-2,9733,WRAY HIGH SCHOOL,H,144,N,N,0.31,0.52,0.08,0.08,Performance,0.57
37.3449241,-108.2915885,2070,301 GRAND AVENUE,MANCOS,MANCOS RE-6,5446,MANCOS ELEMENTARY SCHOOL,E,232,N,N,0.30,0.63,0.12,0.11,Insufficient State Data,N/A
40.645475,-103.196022,1828,301 HAGEN STREET,STERLING,VALLEY RE-1,3729,HAGEN EARLY EDUCATION CENTER,E,164,N,N,0.28,N/A,0.31,N/A,N/A,N/A
38.838675,-104.820838,1010,301 NORTH NEVADA AVENUE,COLORADO SPRINGS,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,H,1817,N,N,0.52,0.57,0.07,0.06,Improvement,0.53
38.1054791,-103.8663064,2535,301 SOUTH CATALPA,MANZANOLA,MANZANOLA 3J,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,H,47,N,N,0.62,0.69,N/A,N/A,Performance,0.77
38.1054791,-103.8663064,2535,301 SOUTH CATALPA,MANZANOLA,MANZANOLA 3J,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,M,26,N,N,0.62,0.69,N/A,N/A,Performance,0.66
37.3870007,-102.2807844,230,301 WEST POPLAR,WALSH,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,E,106,N,N,0.24,0.69,0.14,N/A,Improvement,0.45
37.3870007,-102.2807844,230,301 WEST POPLAR,WALSH,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,M,5,N,N,0.24,0.69,0.14,N/A,Improvement,0.45
40.1514251,-102.9661452,3050,301 WORK STREET,OTIS,OTIS R-3,6586,OTIS JUNIOR-SENIOR HIGH SCHOOL,H,65,N,N,0.16,0.48,0.18,N/A,Performance,0.68
40.1514251,-102.9661452,3050,301 WORK STREET,OTIS,OTIS R-3,6586,OTIS JUNIOR-SENIOR HIGH SCHOOL,M,34,N,N,0.16,0.48,0.18,N/A,Improvement,0.50
40.0757032,-102.2463704,3210,30204 COUNTY ROAD 35,WRAY,WRAY RD-2,9725,WRAY ELEMENTARY SCHOOL,E,318,N,N,0.31,0.64,0.16,0.18,Performance,0.54
38.8976218,-104.8160384,8001,303 AUSTIN BLUFFS PARKWAY,COLORADO SPRINGS,CHARTER SCHOOL INSTITUTE,8825,THOMAS MACLAREN STATE CHARTER SCHOOL,H,171,N,Y,0.28,0.22,0.02,0.03,Performance,0.89
38.8976218,-104.8160384,8001,303 AUSTIN BLUFFS PARKWAY,COLORADO SPRINGS,CHARTER SCHOOL INSTITUTE,8825,THOMAS MACLAREN STATE CHARTER SCHOOL,M,281,N,Y,0.28,0.22,0.02,0.03,Performance,0.84
39.9815839,-104.8173782,40,305 SOUTH 5TH AVENUE,BRIGHTON,SCHOOL DISTRICT 27J,8060,SOUTH ELEMENTARY SCHOOL,E,423,N,N,0.81,0.72,0.12,0.44,Improvement,0.50
40.2735892,-106.9520857,2780,305 SOUTH GRANT STREET,OAK CREEK,SOUTH ROUTT RE 3,8048,SOROCO MIDDLE SCHOOL,M,75,N,N,0.08,0.40,N/A,N/A,Performance,0.79
40.2735792,-106.9520457,2780,305 SOUTH GRANT STREET,OAK CREEK,SOUTH ROUTT RE 3,8050,SOROCO HIGH SCHOOL,H,102,N,N,0.05,0.30,0.15,N/A,Improvement,0.80
39.6622505,-104.7998317,180,3050 SOUTH LAREDO ST,AURORA,ADAMS-ARAPAHOE 28J,2114,DARTMOUTH ELEMENTARY SCHOOL,E,402,N,N,0.68,0.55,0.21,0.27,Performance,0.77
39.659473,-105.045377,880,3050 SOUTH VRAIN STREET,DENVER,DENVER COUNTY 1,7554,SABIN WORLD SCHOOL,E,717,N,N,0.82,0.74,0.14,0.25,Performance,0.69
39.662803,-104.9296097,880,3051 SOUTH ELM STREET,DENVER,DENVER COUNTY 1,964,BRADLEY INTERNATIONAL SCHOOL,E,564,N,N,0.48,0.42,0.14,0.11,Performance,0.75
39.0980835,-108.4838183,2000,3063 F1/2 ROAD,GRAND JUNCTION,MESA COUNTY VALLEY 51,8846,THUNDER MOUNTAIN ELEMENTARY SCHOOL,E,521,N,N,0.27,0.54,0.13,0.04,Performance,0.56
40.4431971,-105.0799023,1560,307 WEST 49TH STREET,LOVELAND,THOMPSON R2-J,5018,LAURENE EDMONDSON ELEMENTARY SCHOOL,E,214,N,N,0.34,0.68,0.11,0.12,Performance,0.70
37.8523839,-106.9253014,2010,308 LA GARITA AVENUE,CREEDE,CREEDE SCHOOL DISTRICT,1966,CREEDE SCHOOL,E,30,N,N,0.10,0.63,N/A,N/A,Performance,0.67
37.8523839,-106.9253014,2010,308 LA GARITA AVENUE,CREEDE,CREEDE SCHOOL DISTRICT,1966,CREEDE SCHOOL,H,28,N,N,0.10,0.63,N/A,N/A,Performance,0.78
37.8523839,-106.9253014,2010,308 LA GARITA AVENUE,CREEDE,CREEDE SCHOOL DISTRICT,1966,CREEDE SCHOOL,M,23,N,N,0.10,0.63,N/A,N/A,Performance,0.75
38.1378512,-102.8499334,310,308 LINCOLN STREET,MC CLAVE,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,E,140,N,N,0.02,0.43,0.04,0.09,Performance,0.69
38.1378512,-102.8499334,310,308 LINCOLN STREET,MC CLAVE,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,M,24,N,N,0.02,0.43,0.04,0.09,Performance,0.69
38.1378712,-102.8499634,310,308 LINCOLN STREET,MC CLAVE,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,H,83,N,N,0.02,0.39,0.08,0.13,Performance,0.84
38.1378712,-102.8499634,310,308 LINCOLN STREET,MC CLAVE,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,M,25,N,N,0.02,0.39,0.08,0.13,Performance,0.64
39.7590932,-105.1482588,1420,3085 ALKIRE STREET,GOLDEN,JEFFERSON COUNTY R-1,5524,MAPLE GROVE ELEMENTARY SCHOOL,E,329,N,N,0.13,0.16,0.11,0.03,Performance,0.74
39.7590932,-105.1482588,1420,3085 ALKIRE STREET,GOLDEN,JEFFERSON COUNTY R-1,5524,MAPLE GROVE ELEMENTARY SCHOOL,M,60,N,N,0.13,0.16,0.11,0.03,Performance,0.74
37.2695742,-107.0087664,220,309 LEWIS STREET,PAGOSA SPRINGS,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS MIDDLE SCHOOL,M,534,N,N,0.43,0.45,0.10,0.08,Performance,0.66
38.298899,-104.5903849,2690,31 MACNAUGHTON ROAD,PUEBLO,PUEBLO CITY 60,738,BELMONT ELEMENTARY SCHOOL,E,510,N,N,0.77,0.76,0.09,0.06,Performance,0.73
39.069794,-108.5604319,2000,310 N 7TH ST,GRAND JUNCTION,MESA COUNTY VALLEY 51,7236,R-5 HIGH SCHOOL,H,304,Y,N,0.40,0.64,0.08,0.02,Turnaround,0.25
39.9922632,-105.2563053,480,3100 BUCKNELL COURT,BOULDER,BOULDER VALLEY RE 2,3499,HALCYON SCHOOL (SPECIAL EDUCATION),H,12,Y,N,0.29,N/A,N/A,N/A,Turnaround,0.25
39.9922632,-105.2563053,480,3100 BUCKNELL COURT,BOULDER,BOULDER VALLEY RE 2,3499,HALCYON SCHOOL (SPECIAL EDUCATION),M,5,Y,N,0.29,N/A,N/A,N/A,N/A,N/A
38.2149538,-104.6542453,2690,3100 HOLLYWOOD,PUEBLO,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,E,349,N,N,0.78,0.80,0.13,0.05,Performance,0.54
39.6595875,-104.9930335,120,3100 SOUTH ELATI STREET,ENGLEWOOD,ENGLEWOOD 1,9620,WM E BISHOP ELEMENTARY SCHOOL,E,220,N,N,0.69,0.82,0.13,0.39,Priority Improvement,0.36
39.6595875,-104.9930335,120,3100 SOUTH ELATI STREET,ENGLEWOOD,ENGLEWOOD 1,9620,WM E BISHOP ELEMENTARY SCHOOL,M,28,N,N,0.69,0.82,0.13,0.39,Priority Improvement,0.36
40.0465442,-104.9648195,3140,3100 SWEETGRASS PARKWAY,DACONO,WELD COUNTY S/D RE-8,7219,QUEST ACADEMY AT DACONO,E,123,N,N,0.43,0.12,0.03,0.06,Performance,0.85
40.0465442,-104.9648195,3140,3100 SWEETGRASS PARKWAY,DACONO,WELD COUNTY S/D RE-8,7219,QUEST ACADEMY AT DACONO,M,59,N,N,0.43,0.12,0.03,0.06,Performance,0.97
40.0452092,-104.4528099,3090,3101 WCR 65,KEENESBURG,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,E,120,N,Y,0.13,0.13,0.05,N/A,Performance,0.75
40.0452092,-104.4528099,3090,3101 WCR 65,KEENESBURG,WELD COUNTY SCHOOL DISTRICT RE-3J,1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,M,52,N,Y,0.13,0.13,0.05,N/A,Performance,0.95
40.9620683,-103.1182565,1870,311 COLEMAN,PEETZ,PLATEAU RE-5,6834,PEETZ ELEMENTARY SCHOOL,E,76,N,N,0.05,0.39,0.32,N/A,Insufficient State Data,N/A
40.9620683,-103.1182565,1870,311 COLEMAN,PEETZ,PLATEAU RE-5,6834,PEETZ ELEMENTARY SCHOOL,M,8,N,N,0.05,0.39,0.32,N/A,Insufficient State Data,N/A
40.9620283,-103.1182265,1870,311 COLEMAN,PEETZ,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,H,57,N,N,0.05,0.32,N/A,N/A,Performance,0.81
40.9620283,-103.1182265,1870,311 COLEMAN,PEETZ,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,M,19,N,N,0.05,0.32,N/A,N/A,Performance,0.75
39.4722551,-104.8782595,900,311 EAST CASTLE PINES PARKWAY,CASTLE ROCK,DOUGLAS COUNTY RE 1,5997,DC MONTESSORI CHARTER SCHOOL,E,445,N,Y,0.21,N/A,0.07,N/A,Improvement,0.53
39.4722551,-104.8782595,900,311 EAST CASTLE PINES PARKWAY,CASTLE ROCK,DOUGLAS COUNTY RE 1,5997,DC MONTESSORI CHARTER SCHOOL,M,106,N,Y,0.21,N/A,0.07,N/A,Performance,0.82
39.6592442,-105.0272376,880,3111 W Dartmouth Ave,DENVER,DENVER COUNTY 1,4381,DSST: COLLEGE VIEW MIDDLE SCHOOL,M,462,N,Y,0.95,0.91,0.05,0.44,Performance,0.59
39.6598442,-105.0274376,880,3111 W. Dartmouth Ave.,DENVER,DENVER COUNTY 1,8145,SUMMIT ACADEMY,H,168,Y,N,0.94,0.84,0.10,0.37,Priority Improvement,0.36
39.6598442,-105.0274376,880,3111 W. Dartmouth Ave.,DENVER,DENVER COUNTY 1,8145,SUMMIT ACADEMY,M,65,Y,N,0.94,0.84,0.10,0.37,Improvement,0.47
39.6596442,-105.0276376,880,3111 WEST DARTMOUTH AVENUE,DENVER,DENVER COUNTY 1,2244,DSST COLLEGE VIEW HIGH SCHOOL,H,298,N,Y,0.95,0.84,0.07,0.45,Performance,0.83
38.876197,-104.8005979,8001,3115 LARKSPUR DRIVE,COLORADO SPRINGS,CHARTER SCHOOL INSTITUTE,5147,LAUNCH HIGH SCHOOL,H,40,N,Y,0.25,N/A,N/A,N/A,Insufficient State Data,N/A
39.372944,-104.855948,900,312 CANTRIL STREET,CASTLE ROCK,DOUGLAS COUNTY RE 1,1509,CANTRIL,E,31,N,N,0.52,N/A,N/A,N/A,N/A,N/A
39.372964,-104.855998,900,312 CANTRIL STREET STE 101,CASTLE ROCK,DOUGLAS COUNTY RE 1,1555,CLOVERLEAF HOME EDUCATION,E,238,N,N,0.18,N/A,0.02,N/A,N/A,N/A
39.372964,-104.855998,900,312 CANTRIL STREET STE 101,CASTLE ROCK,DOUGLAS COUNTY RE 1,1555,CLOVERLEAF HOME EDUCATION,H,10,N,N,0.18,N/A,0.02,N/A,N/A,N/A
39.372964,-104.855998,900,312 CANTRIL STREET STE 101,CASTLE ROCK,DOUGLAS COUNTY RE 1,1555,CLOVERLEAF HOME EDUCATION,M,80,N,N,0.18,N/A,0.02,N/A,N/A,N/A
40.555072,-105.0719817,1550,312 PRINCETON ROAD,FORT COLLINS,POUDRE R-1,6476,O'DEA ELEMENTARY SCHOOL,E,446,N,N,0.31,0.45,0.13,0.10,Performance,0.80
39.4788416,-106.041745,3000,312 SOUTH HARRIS STREET,BRECKENRIDGE,SUMMIT RE-1,8372,BRECKENRIDGE ELEMENTARY SCHOOL,E,241,N,N,0.12,0.08,0.10,0.07,Performance,0.61
38.8775077,-104.802808,1010,3125 NORTH HANCOCK AVENUE,COLORADO SPRINGS,COLORADO SPRINGS 11,2510,EDISON ELEMENTARY SCHOOL,E,321,N,N,0.58,0.84,0.11,0.12,Performance,0.75
39.6030453,-104.9521879,140,3128 EAST MAPLEWOOD AVENUE,CENTENNIAL,LITTLETON 6,6814,PEABODY ELEMENTARY SCHOOL,E,444,N,N,0.20,0.17,0.10,0.01,Performance,0.80
39.0846178,-108.4719984,2000,3130 E1/2 ROAD,GRAND JUNCTION,MESA COUNTY VALLEY 51,1450,CENTRAL HIGH SCHOOL,H,1536,N,N,0.34,0.52,0.14,0.03,Priority Improvement,0.52
40.0325777,-105.2689743,480,3130 REPPLIER DRIVE,BOULDER,BOULDER VALLEY RE 2,1842,COLUMBINE ELEMENTARY SCHOOL,E,546,N,N,0.64,0.59,0.15,0.44,Priority Improvement,0.35
37.1195178,-107.6347688,1540,315 BECKER STREET,IGNACIO,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,H,258,N,N,0.69,0.48,0.17,0.07,Priority Improvement,0.39
37.1206622,-107.6363682,1540,315 IGNACIO STREET,IGNACIO,IGNACIO 11 JT,4254,IGNACIO MIDDLE SCHOOL,M,204,N,N,0.72,0.62,0.13,0.12,Priority Improvement,0.41
40.487331,-103.3572315,1860,315 LEE,MERINO,BUFFALO RE-4J,5802,MERINO ELEMENTARY SCHOOL,E,136,N,N,0.17,0.36,0.11,N/A,Performance,0.63
40.487331,-103.3572315,1860,315 LEE,MERINO,BUFFALO RE-4J,5802,MERINO ELEMENTARY SCHOOL,M,23,N,N,0.17,0.36,0.11,N/A,Performance,0.63
40.487371,-103.3572115,1860,315 LEE,MERINO,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,H,93,N,N,0.11,0.34,0.12,N/A,Performance,0.66
40.487371,-103.3572115,1860,315 LEE,MERINO,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,M,54,N,N,0.11,0.34,0.12,N/A,N/A,N/A
39.2475871,-106.2966219,1510,315 WEST 6TH STREET,LEADVILLE,LAKE COUNTY R-1,8804,PITTS ELEMENTARY SCHOOL,E,102,N,N,0.58,N/A,0.17,N/A,N/A,N/A
40.0457232,-105.018009,470,3180 COUNTY ROAD 5,ERIE,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,H,1039,N,N,0.20,0.11,0.06,0.02,Performance,0.68
39.6577759,-104.8919478,880,3185 SOUTH WILLOW COURT,DENVER,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,E,486,N,N,0.84,0.84,0.11,0.48,Performance,0.82
39.0708843,-108.4614961,2000,3188 D1/2 ROAD,GRAND JUNCTION,MESA COUNTY VALLEY 51,1520,CHATFIELD ELEMENTARY SCHOOL,E,398,N,N,0.28,0.68,0.11,0.03,Improvement,0.42
39.6585394,-104.9722799,120,3195 SOUTH LAFAYETTE STREET,ENGLEWOOD,ENGLEWOOD 1,1514,CHARLES HAY WORLD SCHOOL,E,334,N,N,0.39,0.56,0.11,0.10,Priority Improvement,0.40
39.6585394,-104.9722799,120,3195 SOUTH LAFAYETTE STREET,ENGLEWOOD,ENGLEWOOD 1,1514,CHARLES HAY WORLD SCHOOL,M,45,N,N,0.39,0.56,0.11,0.10,Priority Improvement,0.40
40.2281945,-104.075394,2515,320 CHAPMAN STREET,WIGGINS,WIGGINS RE-50(J),9582,WIGGINS HIGH SCHOOL,H,152,N,N,0.29,0.45,0.06,0.05,Improvement,0.52
40.4372857,-104.7922758,3120,320 NORTH 71ST AVENUE,GREELEY,GREELEY 6,53,WINOGRAD K-8 ELEMENTARY SCHOOL,E,478,N,N,0.56,0.59,0.09,0.19,Performance,0.57
40.4372857,-104.7922758,3120,320 NORTH 71ST AVENUE,GREELEY,GREELEY 6,53,WINOGRAD K-8 ELEMENTARY SCHOOL,M,254,N,N,0.56,0.59,0.09,0.19,Performance,0.74
39.7102351,-104.9715665,880,320 SOUTH MARION PARKWAY,DENVER,DENVER COUNTY 1,8242,STEELE ELEMENTARY SCHOOL,E,472,N,N,0.17,0.06,0.05,0.04,Performance,0.83
39.6587953,-104.7466505,180,3200 S JERICHO WAY,AURORA,ADAMS-ARAPAHOE 28J,465,AURORA FRONTIER K-8,E,474,N,N,0.62,0.32,0.09,0.17,Performance,0.66
39.6587953,-104.7466505,180,3200 S JERICHO WAY,AURORA,ADAMS-ARAPAHOE 28J,465,AURORA FRONTIER K-8,M,233,N,N,0.62,0.32,0.09,0.17,Performance,0.91
39.6953895,-105.0281732,880,3201 W ARIZONA AVE.,DENVER,DENVER COUNTY 1,9389,STRIVE PREP - WESTWOOD,M,352,N,Y,0.98,0.93,0.13,0.72,Performance,0.59
39.6953895,-105.0281732,880,3201 W. ARIZONA AVE,DENVER,DENVER COUNTY 1,9639,STRIVE PREP - SMART ACADEMY,H,473,N,Y,0.99,0.91,0.10,0.52,Priority Improvement,0.53
39.6440553,-105.0294475,123,3201 WEST OXFORD AVENUE,DENVER,SHERIDAN 2,7842,SHERIDAN HIGH SCHOOL,H,369,N,N,0.88,0.93,0.14,0.28,Performance,0.55
39.6440953,-105.0294875,123,3201 WEST OXFORD AVENUE,DENVER,SHERIDAN 2,8123,SOAR ACADEMY,H,99,Y,N,0.86,0.72,N/A,0.35,Turnaround,0.25
37.3010904,-107.8700961,8001,3206 MAIN AVENUE,DURANGO,CHARTER SCHOOL INSTITUTE,75,ANIMAS HIGH SCHOOL,H,274,N,Y,0.16,0.12,0.08,0.02,Performance,0.76
38.895493,-104.767696,1010,3215 WESTWOOD BOULEVARD,COLORADO SPRINGS,COLORADO SPRINGS 11,3592,GRANT ELEMENTARY SCHOOL,E,499,N,N,0.54,0.75,0.09,0.12,Performance,0.54
39.7688546,-104.9492383,880,3230 EAST 38TH AVENUE,DENVER,DENVER COUNTY 1,6957,UNIVERSITY PREP - STEELE ST.,E,226,N,Y,0.97,0.89,0.08,0.71,Performance,0.83
39.7629363,-104.9699628,880,3240 HUMBOLDT STREET,DENVER,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,E,527,N,N,0.94,0.92,0.15,0.47,Turnaround,0.33
39.7629063,-104.9699328,880,3240 HUMBOLDT STREET,DENVER,DENVER COUNTY 1,2175,DSST: COLE HIGH SCHOOL,H,373,N,Y,0.90,0.79,0.10,0.39,Performance,0.82
39.7045907,-104.9490528,880,3245 EAST EXPOSITION AVENUE,DENVER,DENVER COUNTY 1,8149,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,E,320,N,N,0.32,N/A,0.12,0.02,N/A,N/A
38.7854434,-104.7506182,980,3245 SPRINGNITE DRIVE,COLORADO SPRINGS,HARRISON 2,8923,TURMAN ELEMENTARY SCHOOL,E,275,N,N,0.69,0.88,0.10,0.14,Performance,0.58
40.487432,-106.8317643,2770,325 7TH STREET,STEAMBOAT SPRINGS,STEAMBOAT SPRINGS RE-2,4812,STEAMBOAT SPRINGS EARLY CHILDHOOD CENTER,E,54,N,N,0.43,N/A,N/A,N/A,N/A,N/A
40.487462,-106.8317343,2770,325 7TH STREET,STEAMBOAT SPRINGS,STEAMBOAT SPRINGS RE-2,9757,YAMPA VALLEY HIGH SCHOOL,H,23,Y,N,0.30,N/A,N/A,N/A,Performance,N/A
38.8235849,-102.3532382,520,325 WEST 4TH NORTH,CHEYENNE WELLS,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,H,57,N,N,0.16,0.38,N/A,N/A,Performance,0.70
38.8235849,-102.3532382,520,325 WEST 4TH NORTH,CHEYENNE WELLS,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,M,19,N,N,0.16,0.38,N/A,N/A,Turnaround,0.33
40.5795385,-102.2990852,2620,326 E KELLOGG,HOLYOKE,HOLYOKE RE-1J,4076,HOLYOKE ELEMENTARY SCHOOL,E,265,N,N,0.48,0.49,0.13,0.27,Performance,0.68
40.5795385,-102.2990852,2620,326 E KELLOGG,HOLYOKE,HOLYOKE RE-1J,4076,HOLYOKE ELEMENTARY SCHOOL,M,51,N,N,0.48,0.49,0.13,0.27,Performance,0.68
38.6173719,-107.9829309,2180,326 HIGHWAY 50,OLATHE,MONTROSE COUNTY RE-1J,6490,OLATHE MIDDLE SCHOOL,M,201,N,N,0.52,0.59,0.15,0.24,Performance,0.63
38.6110994,-107.9822334,2180,326 NORTH 3RD STREET,OLATHE,MONTROSE COUNTY RE-1J,6486,OLATHE ELEMENTARY SCHOOL,E,419,N,N,0.50,0.64,0.17,0.30,Improvement,0.48
39.0715321,-108.4488733,2000,3260 D1/2 ROAD,CLIFTON,MESA COUNTY VALLEY 51,7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,E,511,N,N,0.47,0.86,0.13,0.11,Improvement,0.50
39.093055,-108.44512,2000,3276 F ROAD,CLIFTON,MESA COUNTY VALLEY 51,1686,CLIFTON ELEMENTARY SCHOOL,E,468,N,N,0.37,0.88,0.17,0.07,Performance,0.56
39.950709,-105.1406859,480,329 CAMPUS DRIVE,LOUISVILLE,BOULDER VALLEY RE 2,5999,MONARCH HIGH SCHOOL,H,1711,N,N,0.21,0.08,0.07,0.03,Performance,0.80
38.8352074,-104.8051621,9000,33 N. INSTITUTE ST.,COLORADO SPRINGS,COLORADO SCHOOL FOR THE DEAF AND BLIND,1924,COLORADO SCHOOL FOR THE DEAF AND BLIND,E,70,Y,N,0.62,0.63,N/A,N/A,Turnaround,0.33
38.8352074,-104.8051621,9000,33 N. INSTITUTE ST.,COLORADO SPRINGS,COLORADO SCHOOL FOR THE DEAF AND BLIND,1924,COLORADO SCHOOL FOR THE DEAF AND BLIND,H,102,Y,N,0.62,0.63,N/A,N/A,Priority Improvement,0.39
38.8352074,-104.8051621,9000,33 N. INSTITUTE ST.,COLORADO SPRINGS,COLORADO SCHOOL FOR THE DEAF AND BLIND,1924,COLORADO SCHOOL FOR THE DEAF AND BLIND,M,31,Y,N,0.62,0.63,N/A,N/A,Turnaround,0.32
40.5784274,-105.072705,1550,330 EAST LAUREL STREET,FORT COLLINS,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,H,152,Y,N,0.28,0.59,0.07,N/A,Performance,0.25
